tradeCreatedAt,orderId,symbol,side,price,size,funds,fee,liquidity,feeCurrency,orderType
10/25/22 0:43,6356c0cf6f428c0001f9a2b2,LUNC-USDT,sell,0.0002297,3060.248,0.702938966,0.000702939,taker,USDT,market
10/24/22 18:55,63566f25f7d1e7000143e2aa,LUNC-USDT,buy,0.00023394,4975854.023,1164.05129,1.16405129,taker,USDT,market
10/24/22 18:26,6356685bbff3ef0001a52ec4,LUNC-USDT,sell,0.00023386,3387141.822,792.1169865,0.792116986,taker,USDT,market
10/24/22 18:26,6356685bbff3ef0001a52ec4,LUNC-USDT,sell,0.00023387,465782.8983,108.9326464,0.108932646,taker,USDT,market
10/24/22 18:26,6356685bbff3ef0001a52ec4,LUNC-USDT,sell,0.00023387,468699.2253,109.6146878,0.109614688,taker,USDT,market
10/24/22 18:26,6356685bbff3ef0001a52ec4,LUNC-USDT,sell,0.00023388,465782.8983,108.9373043,0.108937304,taker,USDT,market
10/24/22 18:26,6356685bbff3ef0001a52ec4,LUNC-USDT,sell,0.0002339,200000,46.78,0.04678,taker,USDT,market
10/21/22 2:06,63518e2092d8ed00012d206e,ETH-USDT,buy,1281.85,0.7197005,922.5480859,0,taker,USDT,market
10/21/22 2:06,63518e2092d8ed00012d206e,ETH-USDT,buy,1281.84,0.0131596,16.86850166,0,taker,USDT,market
10/21/22 2:06,63518e2092d8ed00012d206e,ETH-USDT,buy,1281.77,0.1961,251.355097,0,taker,USDT,market
10/21/22 2:06,63518e2092d8ed00012d206e,ETH-USDT,buy,1281.75,0.0123,15.765525,0,taker,USDT,market
10/21/22 2:06,63518e2092d8ed00012d206e,ETH-USDT,buy,1281.71,0.0000042,0.005383182,0,taker,USDT,market
10/21/22 2:04,63518d9b3498650001114aec,LUNC-USDT,sell,0.00024216,43378.6328,10.50456972,0.01050457,taker,USDT,market
10/21/22 2:04,63518d9b3498650001114aec,LUNC-USDT,sell,0.00024216,4944028.211,1197.245872,1.197245872,taker,USDT,market
10/2/22 10:14,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,58798.0997,19.39278924,0.019392789,maker,USDT,limit
10/2/22 10:14,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,2000000,659.64,0.65964,maker,USDT,limit
10/2/22 10:14,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,379000,125.00178,0.12500178,maker,USDT,limit
10/2/22 10:14,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,1000000,329.82,0.32982,maker,USDT,limit
10/2/22 10:14,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,2000000,659.64,0.65964,maker,USDT,limit
10/2/22 10:14,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,454000,149.73828,0.14973828,maker,USDT,limit
10/2/22 10:14,6338f3ee03475200013a93d9,LUNC-USDT,buy,0.00032982,2040056.612,672.8514716,0.672851472,maker,USDT,limit
10/2/22 10:10,6338f32a3e36e7000116c915,ETH-USDT,sell,1308.91,2.0026753,2621.321727,2.621321727,taker,USDT,limit
9/29/22 22:26,6335ab3266ea020001982c97,LUNC-USDT,buy,0.00027791,872700.291,242.5321379,0.242532138,taker,USDT,market
9/29/22 22:26,6335ab3266ea020001982c97,LUNC-USDT,buy,0.00027788,1077082.648,299.2997261,0.299299726,taker,USDT,market
9/29/22 22:26,6335ab3266ea020001982c97,LUNC-USDT,buy,0.00027785,93176.038,25.88896216,0.025888962,taker,USDT,market
9/29/22 21:54,6335a396014b820001a72450,ETH-USDT,buy,1300.76,0.0250617,32.59925689,0.032599257,taker,USDT,market
9/29/22 21:54,6335a396014b820001a72450,ETH-USDT,buy,1300.76,1.9776136,2572.400666,2.572400666,taker,USDT,market
9/28/22 18:26,633421504b0e6100014bbb02,LUNC-USDT,sell,0.00028876,119608.1935,34.53806196,0.034538062,taker,USDT,market
9/28/22 18:26,633421504b0e6100014bbb02,LUNC-USDT,sell,0.00028877,2733316.242,789.2997311,0.789299731,taker,USDT,market
9/28/22 0:13,633321340347520001291fe1,LUNC-USDT,sell,0.0002748,175114.0639,48.12134476,0.048121345,taker,USDT,market
9/28/22 0:13,633321340347520001291fe1,LUNC-USDT,sell,0.0002748,2079.0484,0.5713225,0.000571323,taker,USDT,market
9/28/22 0:13,633321340347520001291fe1,LUNC-USDT,sell,0.0002748,2439.6244,0.670408785,0.000670409,taker,USDT,market
9/28/22 0:13,633321340347520001291fe1,LUNC-USDT,sell,0.0002748,6455.2866,1.773912758,0.001773913,taker,USDT,market
9/28/22 0:13,633321340347520001291fe1,LUNC-USDT,sell,0.0002748,23811.6338,6.543436968,0.006543437,taker,USDT,market
9/28/22 0:13,633321340347520001291fe1,LUNC-USDT,sell,0.0002748,7720.8235,2.121682298,0.002121682,taker,USDT,market
9/28/22 0:13,633321340347520001291fe1,LUNC-USDT,sell,0.0002748,2901.2924,0.797275152,0.000797275,taker,USDT,market
